timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,eth_price,eth_oracle_ts
1776172500.849,0.849,0.41,194.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.43,10.0,0.44,42.9,0.46,7.4,0.47,110.28,0.48,59.4,0.56,42.9,0.54,7.4,0.53,110.28,0.52,59.4,0.51,30.94,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.64,9.0,0.02,0.04,2381.764546,1776172499000
1776172501.103,1.103,0.41,189.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,9.0,0.43,10.0,0.44,42.9,0.46,7.4,0.47,110.28,0.48,19.0,0.57,10.0,0.56,42.9,0.54,7.4,0.53,110.28,0.52,59.4,0.59,194.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.02,0.02,2381.764546,1776172499000
1776172501.448,1.448,0.41,189.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,9.0,0.43,10.0,0.44,42.9,0.46,7.4,0.47,110.28,0.48,19.0,0.57,10.0,0.56,42.9,0.54,7.4,0.53,110.28,0.52,19.0,0.59,189.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,9.0,0.02,0.02,2381.9075,1776172500000
1776172502.225,2.225,0.41,189.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,9.0,0.43,10.0,0.44,42.9,0.46,7.4,0.47,110.28,0.48,19.0,0.57,10.0,0.56,42.9,0.54,7.4,0.53,110.28,0.52,19.0,0.59,189.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,9.0,0.02,0.02,2381.76991,1776172501000
1776172502.705,2.705,0.36,66.81,0.35,70.0,0.34,70.0,0.33,300.0,0.31,375.0,0.41,114.0,0.42,26.0,0.43,25.01,0.44,112.9,0.45,134.2,0.59,109.0,0.58,26.0,0.57,25.01,0.56,112.9,0.55,134.2,0.61,5.0,0.64,70.0,0.65,70.0,0.66,70.0,0.67,300.0,0.05,0.02,2381.76991,1776172501000
1776172503.008,3.008,0.36,66.81,0.35,70.0,0.34,70.0,0.33,300.0,0.31,375.0,0.41,104.0,0.42,26.0,0.43,25.01,0.44,112.9,0.45,134.2,0.59,114.0,0.58,26.0,0.57,25.01,0.56,112.9,0.55,134.2,0.64,66.81,0.65,70.0,0.66,70.0,0.67,300.0,0.69,375.0,0.05,0.05,2381.76991,1776172501000
1776172503.408,3.408,0.39,6.01,0.36,66.81,0.35,70.0,0.34,90.0,0.33,10.0,0.41,114.0,0.42,31.0,0.43,25.01,0.44,112.9,0.45,144.2,0.59,104.0,0.58,26.0,0.57,25.01,0.56,112.9,0.55,134.2,0.64,66.81,0.65,70.0,0.66,70.0,0.67,300.0,0.69,375.0,0.02,0.05,2381.76991,1776172501000
1776172503.612,3.612,0.38,10.0,0.37,10.0,0.35,44.8,0.34,90.0,0.33,10.0,0.39,6.0,0.41,114.0,0.42,31.0,0.43,25.01,0.44,112.9,0.59,119.0,0.58,31.0,0.57,25.01,0.56,112.9,0.55,144.2,0.6,5.0,0.62,10.0,0.63,10.0,0.65,34.8,0.66,90.0,0.01,0.01,2381.76991,1776172501000
1776172503.855,3.855,0.38,10.0,0.37,10.0,0.35,44.8,0.34,90.0,0.33,10.0,0.39,6.0,0.41,114.0,0.42,31.0,0.43,25.01,0.44,112.9,0.61,6.0,0.59,114.0,0.58,31.0,0.57,25.01,0.56,112.9,0.62,10.0,0.63,10.0,0.65,44.8,0.66,90.0,0.67,10.0,0.01,0.01,2381.037685,1776172502000
1776172504.327,4.327,0.36,10.0,0.35,44.8,0.34,80.0,0.33,10.0,0.32,15.0,0.39,93.0,0.4,31.0,0.41,5.0,0.42,15.0,0.43,45.01,0.61,67.0,0.6,31.0,0.59,5.0,0.58,10.0,0.57,45.01,0.62,5.0,0.63,15.0,0.64,15.0,0.65,44.8,0.66,90.0,0.03,0.01,2381.037685,1776172502000
1776172504.591,4.591,0.36,10.0,0.35,44.8,0.34,80.0,0.33,10.0,0.32,25.0,0.37,20.0,0.38,29.0,0.39,26.0,0.41,5.0,0.42,15.0,0.61,73.0,0.6,31.0,0.59,5.0,0.58,15.0,0.57,45.01,0.64,10.0,0.65,44.8,0.66,80.0,0.67,10.0,0.68,15.0,0.01,0.03,2380.985885,1776172503000
1776172504.936,4.936,0.36,3.43,0.35,44.8,0.34,80.0,0.33,10.0,0.32,25.0,0.37,25.0,0.38,18.0,0.39,26.0,0.41,5.0,0.42,15.0,0.63,20.0,0.62,29.0,0.61,26.0,0.59,5.0,0.58,15.0,0.64,10.0,0.65,44.8,0.66,80.0,0.67,10.0,0.68,25.0,0.01,0.01,2380.985885,1776172503000
1776172505.228,5.228,0.35,18.23,0.34,80.0,0.33,10.0,0.32,25.0,0.31,435.0,0.37,20.0,0.38,18.0,0.39,26.0,0.41,5.0,0.42,15.0,0.63,20.0,0.62,18.0,0.61,26.0,0.59,5.0,0.58,15.0,0.65,18.23,0.66,80.0,0.67,10.0,0.68,25.0,0.69,435.0,0.02,0.02,2380.917234,1776172504000
1776172505.609,5.609,0.36,5.0,0.35,18.23,0.34,90.0,0.33,10.0,0.32,15.0,0.37,15.0,0.38,29.0,0.39,36.0,0.4,8.0,0.41,5.0,0.63,20.0,0.62,18.0,0.61,26.0,0.59,5.0,0.58,15.0,0.65,18.23,0.66,80.0,0.67,10.0,0.68,25.0,0.69,435.0,0.01,0.02,2380.917234,1776172504000
1776172506.271,6.271,0.36,7.65,0.35,15.54,0.34,90.0,0.33,10.0,0.32,10.0,0.37,15.0,0.38,29.0,0.39,44.0,0.41,10.0,0.42,15.0,0.63,15.0,0.62,29.0,0.61,36.0,0.6,8.0,0.59,10.0,0.65,15.54,0.66,90.0,0.67,10.0,0.68,15.0,0.69,60.0,0.01,0.02,2380.917234,1776172504000
1776172506.492,6.492,0.35,8.34,0.34,90.0,0.33,10.0,0.32,10.0,0.31,60.0,0.37,20.0,0.38,29.0,0.39,44.0,0.41,20.0,0.42,15.0,0.63,15.0,0.62,29.0,0.61,44.0,0.59,10.0,0.58,15.0,0.64,5.3,0.65,15.54,0.66,90.0,0.67,10.0,0.68,10.0,0.02,0.01,2380.917234,1776172504000
1776172506.729,6.729,0.36,7.06,0.35,8.34,0.34,90.0,0.33,10.0,0.32,10.0,0.37,10.0,0.38,29.0,0.39,44.0,0.4,8.0,0.41,20.0,0.63,20.0,0.62,29.0,0.61,44.0,0.59,20.0,0.58,15.0,0.65,8.34,0.66,90.0,0.67,10.0,0.68,10.0,0.69,60.0,0.01,0.02,2380.81563,1776172505000
1776172507.226,7.226,0.36,7.06,0.35,18.34,0.34,80.0,0.33,10.0,0.32,10.0,0.37,4.08,0.38,24.0,0.39,26.0,0.4,28.0,0.41,20.0,0.63,4.0,0.62,29.0,0.61,36.0,0.6,8.0,0.59,20.0,0.64,7.06,0.65,8.34,0.66,90.0,0.67,10.0,0.68,10.0,0.01,0.01,2380.81563,1776172505000
